sample_index,central_prediction,full_gradient_norm,sketch_gradient_norm,truth,absolute_error,squared_error,arm,initialization_seed
1350,13.8865327835083,607.9015365246124,562.7963822072077,7.77,6.116532802581787,37.41197352505901,D,525
1356,13.437244415283203,889.7477245676639,880.5963161551764,11.1,2.3372440338134766,5.462709673596692,D,525
1368,9.914618492126465,608.3161272220666,588.1455948260916,10.0,0.08538150787353516,0.007290001886758546,D,525
1383,7.480071544647217,729.6910666201209,723.3546760030995,6.738,0.7420716285705566,0.5506703019293582,D,525
1412,9.46570873260498,846.0139500167104,825.3124873017349,6.3145,3.1512088775634766,9.930117390034866,D,525
1421,7.072861194610596,310.57336151780265,301.4484554409626,11.4,4.327138423919678,18.724126939762073,D,525
1427,8.250496864318848,458.4220978183586,452.77745243939205,11.46,3.209503173828125,10.300910622812808,D,525
1431,25.2089900970459,1100.518733168798,1071.8985045150464,9.2,16.00899028778076,256.28777003425876,D,525
1455,5.654933452606201,404.16510794539727,392.12702585521885,5.8,0.1450667381286621,0.02104435851128983,D,525
1501,7.168436527252197,373.39716071062514,384.1088966797946,7.6,0.4315633773803711,0.1862469486959526,D,525
1505,10.334765434265137,424.36821889389756,399.98344158436475,10.722,0.3872346878051758,0.14995070343957195,D,525
1558,9.930971145629883,648.4609895445398,640.4609540481157,9.945,0.014028549194335938,0.00019680019249790348,D,525
1560,11.080344200134277,510.27616992038145,483.22065030526335,9.08,2.0003442764282227,4.00137722423915,D,525
1589,8.378352165222168,500.66259362484,505.93280764509603,6.075,2.3033523559570312,5.305432075692806,D,525
1603,19.481843948364258,833.9171984813984,817.5614774592408,14.29,5.1918439865112305,26.955243980272826,D,525
1648,12.727252960205078,592.5215573488847,552.3246089533142,9.8,2.927252769470215,8.568808776371043,D,525
1665,10.346291542053223,631.8538643712393,605.9452845373803,6.9,3.446291446685791,11.876924735499642,D,525
1699,12.033676147460938,748.8927560382162,738.9738771438731,12.775,0.7413234710693359,0.5495604887582886,D,525
1709,10.584988594055176,676.4673800589046,638.9194755511575,10.43,0.15498828887939453,0.02402136968976265,D,525
1713,8.516684532165527,428.2186063753623,418.75146860206934,11.97,3.4533157348632812,11.925389564654324,D,525
1716,11.810270309448242,654.8106877302695,602.1283892028453,8.96,2.8502702713012695,8.124040619463813,D,525
1772,8.849907875061035,440.7136992236035,434.92035739719415,7.044,1.8059077262878418,3.2613027158661225,D,525
1792,13.557792663574219,678.7233006492636,694.1600061065097,6.6,6.95779275894165,48.41088007638086,D,525
1796,14.126028060913086,604.5655039177976,546.7929044570662,13.2,0.9260282516479492,0.8575283228501576,D,525
1808,6.436482906341553,496.5406066625421,488.2089703541395,6.3,0.13648271560668945,0.018627531659376473,D,525
1934,20.52225685119629,938.1894061002688,938.3208349733441,24.73,4.207742691040039,17.70509855400087,D,525
1966,17.572813034057617,882.1749458358478,878.8320335007884,16.2,1.372812271118164,1.8846135317326116,D,525
1989,9.596614837646484,680.1890133334799,665.993410940413,14.4,4.803384780883789,23.072505353226006,D,525
1995,19.808712005615234,970.3610256022332,987.946513290607,15.396,4.412712097167969,19.472028052492533,D,525
2010,8.462187767028809,488.06991601037413,496.6176521719277,7.3,1.1621875762939453,1.350679962491995,D,525
2025,8.788466453552246,454.6257576576252,456.63362886128533,5.55,3.238466262817383,10.487663735406386,D,525
2065,15.98513126373291,801.8386509944444,792.6801319890344,13.44,2.5451316833496094,6.477695285590016,D,525
2068,8.518885612487793,556.1926503187068,530.9290659820567,8.9,0.38111400604248047,0.14524788560174784,D,525
2087,6.202373027801514,301.78971202256315,309.0569726627006,11.968,5.765627384185791,33.24245913327309,D,525
2099,12.476963996887207,692.7620815798415,653.6650866293901,9.0,3.476963996887207,12.089278635649862,D,525
2139,13.378138542175293,522.9123915749514,508.02365930118424,13.188,0.1901388168334961,0.03615276966684178,D,525
2156,3.7576711177825928,170.37830299700192,164.66005417314028,17.7,13.94232964515686,194.38855593421982,D,525
2176,12.929739952087402,636.5098211226486,620.7019125633379,13.3,0.37026023864746094,0.13709264432327473,D,525
2192,13.903730392456055,1015.0639945948036,995.580291887917,7.85,6.053730487823486,36.647652819203586,D,525
2227,8.637604713439941,541.6646238166346,556.7056718273699,17.8,9.162394523620605,83.94947340647286,D,525
2235,15.417908668518066,943.3890089377039,903.995215926697,9.54,5.877908706665039,34.54981076388867,D,525
2264,15.311480522155762,798.4277066160918,810.270544824775,6.75,8.561480522155762,73.2989487312525,D,525
2275,12.157021522521973,528.8063970154071,514.6372302692512,9.4,2.757021903991699,7.601169779090014,D,525
2286,13.441843032836914,547.4874238206606,539.0089832634334,16.307,2.8651561737060547,8.20911989972592,D,525
2317,9.376530647277832,627.6423825720166,611.731809646696,8.35,1.0265302658081055,1.0537643866200597,D,525
2326,14.122149467468262,642.3397231757449,627.2418456045642,8.9355,5.186649322509766,26.90133119469101,D,525
2336,15.359004020690918,969.5961042187083,927.807698007512,13.44,1.9190044403076172,3.682578041920351,D,525
2339,14.48153305053711,618.1357587268424,625.0709943106468,13.688,0.7935333251953125,0.6296951381955296,D,525
2346,12.19802474975586,646.8439078308435,638.4094528506612,13.52,1.3219757080078125,1.7476197725627571,D,525
2373,18.924137115478516,971.959211224574,962.7636642167587,21.8,2.8758621215820312,8.270582942350302,D,525
2382,16.02265167236328,1131.4322820248415,1124.8351590619795,17.08,1.0573482513427734,1.1179853246176208,D,525
2428,20.10405731201172,1757.537693858431,1651.4851681954333,17.34,2.764057159423828,7.640011980562122,D,525
2431,30.989547729492188,1242.1079799961267,1195.7615431832485,32.025,1.0354537963867188,1.0721645644516684,D,525
2441,9.820855140686035,482.30516382308366,481.8721787975349,7.36,2.460855007171631,6.055807366321687,D,525
2471,15.167303085327148,911.5662266988993,924.1567136581481,17.84,2.672697067260742,7.143309613344172,D,525
2516,21.821027755737305,932.3985418157446,891.015711343016,7.44,14.381027698516846,206.81395766550872,D,525
2535,12.326966285705566,472.65484649743775,434.9526486637411,29.71,17.38303279876709,302.1698292830124,D,525
2616,9.309839248657227,657.1508141407643,629.2719602471768,8.65,0.6598396301269531,0.4353883374860743,D,525
2646,8.22995662689209,590.9145307434984,548.7398874737821,20.88,12.650042533874512,160.02357610883428,D,525
2651,12.750872611999512,500.7598360212908,496.9886678034605,28.5,15.749127388000488,248.03501348346708,D,525
2660,10.313904762268066,650.6249171024177,645.2949789805326,10.577,0.2630949020385742,0.06921892747868696,D,525
2663,12.857050895690918,827.2815430751506,858.9172331525408,14.88,2.02294921875,4.092323541641235,D,525
2669,14.779589653015137,804.7978393230358,784.7309548710425,9.7685,5.011089324951172,25.11101622263959,D,525
2671,19.37483024597168,868.26328785724,881.7967143166438,19.6,0.22517013549804688,0.05070158992020879,D,525
2683,9.504042625427246,505.050627862292,492.0528713477794,15.8352,6.331157684326172,40.083557623802335,D,525
2696,11.614123344421387,581.7883083230706,578.3491596843293,15.872,4.257876396179199,18.129511405139965,D,525
2711,15.268327713012695,743.3367998635929,744.3973199906982,10.0,5.268327713012695,27.755276891697577,D,525
2712,12.824993133544922,560.5588243564566,530.9463293487877,11.06,1.7649927139282227,3.115199280219713,D,525
2732,18.416208267211914,772.1267933312589,809.830600724479,10.463,7.953207969665527,63.25351700875126,D,525
2748,5.783230304718018,453.19749970213405,450.8865120348421,5.5,0.2832303047180176,0.08021940551066109,D,525
2782,9.15843391418457,543.3329618064212,530.3892568986591,8.25,0.9084339141845703,0.8252521764406993,D,525
2799,16.954809188842773,1024.0303352365772,1022.5531173453754,14.32,2.6348094940185547,6.942221069770312,D,525
2837,8.531878471374512,468.1821464203903,460.40316145115133,10.75,2.2181215286254883,4.920063115751873,D,525
2841,17.643539428710938,821.3213740339286,820.5896727605473,10.75,6.8935394287109375,47.52088585519232,D,525
2870,10.981210708618164,588.2048022176705,575.676353975568,13.336,2.3547897338867188,5.545034690818284,D,525
2879,10.936139106750488,446.753930459625,441.25142102051166,13.3,2.363861083984375,5.587839224375784,D,525
2881,19.531780242919922,1175.4077463814428,1144.8332422995993,18.69,0.8417797088623047,0.7085930782523064,D,525
2892,22.59496307373047,840.592433623475,823.6453866515961,20.89,1.7049636840820312,2.9069011640385725,D,525
2915,14.10783863067627,841.3147179573173,875.44960687689,11.1,3.007838249206543,9.047090933389882,D,525
2931,11.46447467803955,841.8270688346455,804.889942290194,10.11,1.3544750213623047,1.8346025834944157,D,525
2932,13.251781463623047,804.3457810102609,789.4323154500725,13.464,0.2122182846069336,0.04503660032150947,D,525
2935,13.278740882873535,911.1409814449937,885.5656998312006,9.85,3.4287405014038086,11.75626142596684,D,525
2956,10.861696243286133,665.7201470165996,639.7595903073984,18.2344,7.372703552246094,54.35675766930217,D,525
2971,15.047384262084961,729.830440226367,708.2799483754834,15.72,0.6726160049438477,0.4524122901066221,D,525
2986,9.117780685424805,496.3906938494233,479.7096633052534,10.6,1.4822196960449219,2.1969752273435006,D,525
2988,9.33306884765625,530.5758646545818,529.2519430668115,27.6,18.266931533813477,333.68078766102917,D,525
2993,12.424680709838867,619.0732415800202,600.6393396961689,9.75,2.674680709838867,7.1539168995841464,D,525
3003,12.589247703552246,690.7870453508128,728.5884141662782,23.5,10.910752296447754,119.04451567443994,D,525
3038,16.021865844726562,714.7383240927853,711.343513597297,24.2,8.17813491821289,66.88189074049296,D,525
3047,14.720016479492188,778.8095005486598,754.2667175696661,8.516,6.20401668548584,38.489823033786706,D,525
3050,20.53472900390625,575.8917741430877,575.413597107929,23.76,3.225271224975586,10.402374474655517,D,525
3058,10.905455589294434,572.7326715098708,551.3803859486105,10.956,0.05054473876953125,0.0025547706172801554,D,525
3059,15.463783264160156,650.9893713314658,637.398271445114,14.778,0.6857833862304688,0.4702988528297283,D,525
3063,10.504853248596191,536.9409743338158,529.5174559999654,18.6,8.095147132873535,65.53140710287062,D,525
3089,15.546815872192383,643.6778683850721,625.6897438309118,15.078,0.46881580352783203,0.2197882576374468,D,525
3097,8.727232933044434,664.1275033439773,657.036362162439,13.05,4.32276725769043,18.686316764160438,D,525
3110,16.58696937561035,883.6226224543773,884.7527632775088,26.8,10.213029861450195,104.3059789508734,D,525
3111,17.457019805908203,648.5646596485575,623.5771572532982,17.4,0.05702018737792969,0.003251301768614212,D,525
3118,14.273699760437012,1127.2247265427166,1104.2350991497644,17.274,3.000300407409668,9.00180253470262,D,525
3182,24.12334632873535,1162.3811374933405,1160.3811867437119,29.0,4.876653671264648,23.781751029458974,D,525
3190,9.210901260375977,558.4626523203701,560.2272651584252,18.8,9.58909797668457,91.95080000645612,D,525
3204,6.962713718414307,291.6155468710253,301.7211617303793,16.35,9.38728666305542,88.12115089437816,D,525
3219,14.43386173248291,692.7855198606468,701.7118356918911,14.1,0.3338613510131836,0.11146340170034819,D,525
3221,11.520662307739258,557.0813784495363,557.8133640606858,14.1,2.5793380737304688,6.652984898595605,D,525
3228,22.878822326660156,566.5950311090052,545.1388988985841,22.64,0.23882293701171875,0.05703639524290338,D,525
3276,14.787995338439941,745.5143440730782,783.3272143148735,14.55,0.23799514770507812,0.056641690331161954,D,525
3282,24.4718074798584,743.0563420139737,739.4330475022591,20.44,4.031806945800781,16.255467248207424,D,525
3284,18.212360382080078,734.4792440426836,750.1430907659301,23.392,5.17963981628418,26.82866862643641,D,525
3293,15.987298011779785,643.2061200907804,603.4836520545196,23.52,7.532702445983887,56.74160613973163,D,525
3336,18.266075134277344,998.7223158508104,956.127225194904,15.0,3.2660751342773438,10.667246782744769,D,525
3378,8.457381248474121,716.240665012886,706.4355515277869,15.45,6.992618560791016,48.896714336719015,D,525
3380,33.62562561035156,897.4629037704979,944.4579255340077,46.5,12.874374389648438,165.74951592483558,D,525
3382,15.924667358398438,738.8053760731417,753.4109429036214,15.5,0.4246673583984375,0.18034236528910697,D,525
3440,20.48486328125,842.3924317496019,836.3937353869995,18.45,2.034862518310547,4.140665468425141,D,525
3485,9.693960189819336,492.9989005974673,482.5120318086325,26.992,17.29804039001465,299.22220133457813,D,525
3491,14.338679313659668,753.155976306048,738.9559489314826,18.2,3.861321449279785,14.90980333466814,D,525
3555,8.304962158203125,390.39714802937823,412.7272941371832,18.75,10.445037841796875,109.09881551656872,D,525
3578,35.550994873046875,1530.6918318540108,1516.9203394010826,20.04,15.510993957519531,240.5909335502074,D,525
3601,35.73259735107422,1221.7779380351622,1243.6630885298944,16.95,18.782596588134766,352.78593459261174,D,525
3635,13.07003116607666,604.6534628364448,566.2078796287512,3.973,9.097031116485596,82.75597513430716,D,525
3656,27.164396286010742,1318.342025167603,1313.1613569086003,45.18,18.01560401916504,324.5619881753555,D,525
3694,19.033260345458984,465.4794174843042,457.7398000945689,43.3,24.266738891601562,588.8746164331678,D,525
3719,8.879687309265137,559.2949098494188,537.7804960535248,14.0,5.120312690734863,26.217602050900496,D,525
3726,35.798583984375,1182.919610464325,1196.0465948940541,22.95,12.848583221435547,165.08609079815506,D,525
3746,20.622900009155273,1297.2727334911037,1293.1629301152673,38.88,18.25710105895996,333.3217390770769,D,525
3751,22.96259307861328,1080.497697815689,1073.2500720806736,22.8845,0.07809257507324219,0.006098450281569967,D,525
3753,15.160841941833496,687.0306571859223,681.5588989445082,53.14,37.97915744781494,1442.4164004459171,D,525
3762,9.954459190368652,566.3776185272966,552.5103689480678,5.0,4.954459190368652,24.546665869028402,D,525
3763,7.731705188751221,555.6642224508314,550.6628301336967,5.3,2.4317049980163574,5.913189197377733,D,525
3790,8.632888793945312,421.0395722392592,419.9375468749098,5.3,3.332888603210449,11.1081464414101,D,525
3807,8.615354537963867,460.9649780605259,449.0591505984604,4.48,4.135354518890381,17.101156996907093,D,525
3813,4.410801887512207,407.528530257757,396.0205131115378,5.9,1.4891982078552246,2.2177113022792128,D,525
3854,11.780550003051758,692.7865265803745,712.6300991596514,4.8,6.9805498123168945,48.72807568223743,D,525
3870,9.375162124633789,407.25232221099594,396.4068898578686,15.0,5.624837875366211,31.63880112415427,D,525
3872,11.234569549560547,676.2945957670266,671.4437071698243,5.868,5.366569519042969,28.80006840272108,D,525
3908,10.483319282531738,616.1919390206208,577.4465041720404,25.6,15.116681098937988,228.51404744698903,D,525
3914,10.563740730285645,540.0869502903128,536.0546472763891,41.84,31.276259422302246,978.20440345115,D,525
3928,27.933122634887695,839.4546271850412,890.5581639970706,18.7,9.233121871948242,85.25053950224901,D,525
3990,10.42427921295166,445.72169089333147,440.4475522135912,6.1,4.324279308319092,18.699391536356643,D,525
4000,6.916335105895996,414.87504447312637,395.2593681254439,4.928,1.988335132598877,3.9534765995269936,D,525
4010,6.857600212097168,403.2631346864971,422.0177734898403,6.2,0.6576004028320312,0.4324382898048498,D,525
4037,7.844542980194092,529.0967153822186,517.3985063558608,6.337,1.5075430870056152,2.27268615917842,D,525
4041,4.963021755218506,374.7353924013831,385.4196752428666,4.76,0.20302152633666992,0.04121774015607116,D,525
4069,7.115509033203125,431.54195530109087,448.21619421612445,6.5,0.615509033203125,0.37885136995464563,D,525
4108,10.784557342529297,773.2279934267457,773.6211060803541,7.8,2.9845571517944336,8.907581392327302,D,525
4131,7.4791951179504395,590.1784959196377,579.707987729625,7.7,0.22080469131469727,0.048754711706578746,D,525
4142,5.884313106536865,748.8791456532241,726.4555251372085,13.611,7.726686954498291,59.701691292814075,D,525
4211,8.82166862487793,519.2394740673202,511.9628555271855,7.1,1.7216687202453613,2.9641431822713002,D,525
4310,7.796616554260254,351.8699706868829,341.31170543646226,8.916,1.1193838119506836,1.2530201184572434,D,525
4325,13.084059715270996,786.4780062428096,779.1187396461605,7.63,5.454059600830078,29.74676612940675,D,525
4333,18.917278289794922,1047.226249241123,1036.0391549683695,7.66,11.257278442382812,126.7263179293368,D,525
4340,7.366652965545654,554.487624547134,553.8479828248709,13.7,6.333346843719482,40.11128224285153,D,525
4359,8.268284797668457,344.3235825176536,336.82686918635306,7.8,0.46828460693359375,0.2192904730909504,D,525
4370,20.048255920410156,799.5841374436676,754.0358044348052,10.01,10.03825569152832,100.76657732850072,D,525
4375,13.22614574432373,842.2423358717183,839.1083377825207,7.87,5.356145858764648,28.688298460361693,D,525
4389,11.136749267578125,497.6551606552059,488.7393142604307,7.912,3.2247490882873535,10.399006682410118,D,525
4411,42.25078201293945,1896.6407240657081,1859.2771337553095,57.075,14.82421875,219.75746154785156,D,525
4467,5.672181129455566,517.9461428401423,518.4808586265798,6.008,0.3358187675476074,0.11277424463719399,D,525
4483,5.440032005310059,372.54455173275454,371.1124666004989,8.2,2.759967803955078,7.617422278868617,D,525
4497,8.276776313781738,534.9019899340125,531.8023614899963,17.254,8.97722339630127,80.5905399070989,D,525
4533,10.527631759643555,627.9550160634097,594.3481258490469,7.082,3.445631980895996,11.872379747773266,D,525
4546,18.13642120361328,1156.9078312853783,1147.4279853657094,16.3,1.8364219665527344,3.3724456392374123,D,525
4618,12.265653610229492,630.0300633430788,627.7040400002601,8.7,3.5656538009643555,12.713887028331555,D,525
4620,8.767000198364258,387.1639708607686,391.581231304108,8.7,0.0670003890991211,0.004489052139433625,D,525
4633,9.740813255310059,401.37297121222593,392.5385932162189,6.097,3.643813133239746,13.277374149970456,D,525
4634,13.702645301818848,771.4656215325524,749.1702977523047,9.44,4.262645721435547,18.170148546472774,D,525
4653,18.220775604248047,1166.093790894994,1160.257067757827,8.72,9.500775337219238,90.26473200831333,D,525
4684,9.825150489807129,494.7711913051388,513.8737513419135,7.12,2.705150604248047,7.317839791663573,D,525
4694,9.191736221313477,468.11910897734,460.82808330699635,9.8,0.6082639694213867,0.3699850564962617,D,525
4697,8.986878395080566,488.3052390569527,466.255548769439,8.9,0.08687877655029297,0.0075479218148757354,D,525
4712,8.78475570678711,545.6373854953514,530.2755735247317,6.3,2.484755516052246,6.174009974552064,D,525
4721,5.775036334991455,331.66818352211874,331.0768042529202,8.2,2.4249634742736816,5.880447851561485,D,525
4726,6.971230983734131,452.48202814848224,463.54593686803554,4.5,2.471230983734131,6.10698257496756,D,525
4753,8.142991065979004,519.4165347154479,511.7253396543266,8.22,0.07700920104980469,0.005930417046329239,D,525
4778,7.148436069488525,438.6449683827975,447.3306185544211,7.44,0.2915639877319336,0.08500955894214712,D,525
4799,12.614462852478027,404.0545381980444,378.86603787066434,6.062,6.552463054656982,42.93477208264471,D,525
4802,14.899103164672852,1381.4676859570002,1325.1002101374193,4.675,10.224102973937988,104.53228162168762,D,525
4859,9.959295272827148,486.1760785343282,474.6112811876429,9.502,0.45729541778564453,0.20911909912774718,D,525
4864,8.495919227600098,425.2101490698979,435.6530536603413,7.656,0.8399190902709961,0.7054640782016577,D,525
4885,30.34412384033203,913.3436953923556,949.9716162755007,10.14,20.204123497009277,408.2066062824024,D,525
4899,7.418092250823975,312.43083994993276,318.53659124002934,12.8,5.381907939910889,28.964933073675866,D,525
4906,11.700262069702148,720.8312014974671,704.6562713100319,9.7,2.0002622604370117,4.001049110528584,D,525
4920,18.91792106628418,723.3583625650301,698.4364910129543,22.28,3.362079620361328,11.303579373648972,D,525
4925,15.485140800476074,800.6267266989687,766.8779659750769,9.8,5.685140609741211,32.32082375252867,D,525
4931,10.981642723083496,489.3244835082787,485.371017530451,6.86,4.121642589569092,16.98793763614981,D,525
4935,8.923174858093262,522.2779002596693,502.0108551847054,7.9,1.02317476272583,1.0468865950790587,D,525
4936,10.097038269042969,614.2008191756029,588.0875852483013,8.3,1.7970380783081055,3.2293458548892886,D,525
4949,15.382769584655762,737.7528618362301,711.7731349777287,8.26,7.122769355773926,50.733843295552106,D,525
